	Unnamed: 0	Unnamed: 0.1	LABEL	SENTENCE	WORDS	SINGLE
633	633	634	导购#结束	洗洗睡了	洗洗 睡 了	洗 洗 睡 了
634	634	635	导购#结束	火车八点开，我恐怕现在得快点走	火车 八点 开 ， 我 恐怕 现在 得 快点 走	火 车 八 点 开 ， 我 恐 怕 现 在 得 快 点 走
635	635	636	导购#结束	真对不起，你们再聊，我不得不先走一步了	真对不起 ， 你们 再聊 ， 我 不得不 先走一步 了	真 对 不 起 ， 你 们 再 聊 ， 我 不 得 不 先 走 一 步 了
636	636	637	导购#结束	祝好梦	祝好 梦	祝 好 梦
637	637	638	导购#结束	请珍重	请 珍重	请 珍 重
638	638	639	导购#结束	请见谅，我不得不先告辞了	请 见谅 ， 我 不得不 先 告辞 了	请 见 谅 ， 我 不 得 不 先 告 辞 了
639	639	640	导购#结束	谢谢光临，希望下次还能为您服务	谢谢 光临 ， 希望 下次 还 能 为您服务	谢 谢 光 临 ， 希 望 下 次 还 能 为 您 服 务
640	640	641	导购#结束	走了，去吃饭了	走 了 ， 去 吃饭 了	走 了 ， 去 吃 饭 了
641	641	642	导购#结束	走啦	走 啦	走 啦
642	642	643	导购#结束	路上小心，注意车辆	路上 小心 ， 注意 车辆	路 上 小 心 ， 注 意 车 辆
643	643	681	导购#结束	过得真愉快，谢谢您，再见	过得 真 愉快 ， 谢谢您 ， 再见	过 得 真 愉 快 ， 谢 谢 您 ， 再 见
644	644	644	导购#结束	还有什么需要，再打电话联系我	还有 什么 需要 ， 再 打电话 联系 我	还 有 什 么 需 要 ， 再 打 电 话 联 系 我
645	645	645	导购#结束	这我们以后再谈	这 我们 以后 再谈	这 我 们 以 后 再 谈
646	646	646	导购#结束	那我们就下周再见吧	那 我们 就 下周 再见 吧	那 我 们 就 下 周 再 见 吧
647	647	647	导购#结束	﻿晚安	﻿ 晚安	﻿ 晚 安
648	648	648	导购#详情	介绍下	介绍 下	介 绍 下
649	649	649	导购#详情	介绍下详情	介绍 下 详情	介 绍 下 详 情
650	650	650	导购#详情	你这里卖什么牌子的手机	你 这里 卖 什么 牌子 的 手机	你 这 里 卖 什 么 牌 子 的 手 机
651	651	651	导购#详情	具体介绍下	具体 介绍 下	具 体 介 绍 下
652	652	652	导购#详情	具体怎样	具体 怎样	具 体 怎 样
653	653	653	导购#详情	具体点	具体 点	具 体 点
654	654	654	导购#详情	具体点讲	具体 点 讲	具 体 点 讲
655	655	655	导购#详情	可不可以给我介绍一下这部手机	可不可以 给 我 介绍 一下 这 部手机	可 不 可 以 给 我 介 绍 一 下 这 部 手 机
656	656	656	导购#详情	有好的介绍吗	有 好 的 介绍 吗	有 好 的 介 绍 吗
657	657	657	导购#详情	详细介绍下	详细 介绍 下	详 细 介 绍 下
658	658	658	导购#详情	详细点	详细 点	详 细 点
659	659	659	导购#详情	详细点讲	详细 点 讲	详 细 点 讲
660	660	660	导购#详情	说清楚点	说 清楚 点	说 清 楚 点
661	661	661	社交义务#不用谢	不客气	不 客气	不 客 气
662	662	662	社交义务#不用谢	不用谢	不用谢	不 用 谢
663	663	663	社交义务#不用谢	不谢	不谢	不 谢
664	664	664	社交义务#不用谢	你太不客气了	你 太 不 客气 了	你 太 不 客 气 了
665	665	665	社交义务#接受道歉	不介意	不介意	不 介 意
666	666	666	社交义务#接受道歉	不在意	不在意	不 在 意
667	667	667	社交义务#接受道歉	不要紧	不要紧	不 要 紧
668	668	668	社交义务#接受道歉	做错了可以再来过嘛，加油	做错 了 可以 再来 过 嘛 ， 加油	做 错 了 可 以 再 来 过 嘛 ， 加 油
669	669	669	社交义务#接受道歉	接受你的道歉	接受 你 的 道歉	接 受 你 的 道 歉
670	670	670	社交义务#接受道歉	没事	没事	没 事
671	671	671	社交义务#接受道歉	没事拉	没事 拉	没 事 拉
672	672	672	社交义务#接受道歉	没关系	没关系	没 关 系
673	673	673	社交义务#致谢	嗨，幸会	嗨 ， 幸会	嗨 ， 幸 会
674	674	595	社交义务#致谢	我们对您的关照，谨致谢意	我们 对 您 的 关照 ， 谨致谢意	我 们 对 您 的 关 照 ， 谨 致 谢 意
675	675	674	社交义务#致谢	拜托你了	拜托 你 了	拜 托 你 了
676	676	675	社交义务#致谢	请多关照	请多关照	请 多 关 照
677	677	676	社交义务#致谢	谢谢你哦	谢谢 你 哦	谢 谢 你 哦
678	678	677	社交义务#致谢	谢谢你抽空和我谈话	谢谢 你 抽空 和 我 谈话	谢 谢 你 抽 空 和 我 谈 话
679	679	678	社交义务#致谢	谢谢您的服务	谢谢您 的 服务	谢 谢 您 的 服 务
680	680	680	社交义务#致谢	辛苦了	辛苦 了	辛 苦 了
681	681	682	社交义务#致谢	麻烦你了	麻烦 你 了	麻 烦 你 了
682	682	683	社交义务#致谢	麻烦您了	麻烦 您 了	麻 烦 您 了
683	683	684	社交义务#道歉	不好意思，打扰一下	不好意思 ， 打扰 一下	不 好 意 思 ， 打 扰 一 下
684	684	685	社交义务#道歉	我错了	我错 了	我 错 了
685	685	687	社交义务#道歉	打扰了	打扰 了	打 扰 了
686	686	688	社交义务#道歉	请原谅给你添麻烦了	请原谅 给 你 添麻烦 了	请 原 谅 给 你 添 麻 烦 了
687	687	689	社交义务#道歉	请多保重	请 多 保重	请 多 保 重
688	688	679	社交义务#道歉	谢谢，打扰你了	谢谢 ， 打扰 你 了	谢 谢 ， 打 扰 你 了
689	689	690	社交义务#问候	ch2r你好	ch2r 你好	c h 2 r 你 好
690	690	691	社交义务#问候	一起都好吗	一起 都 好 吗	一 起 都 好 吗
691	691	692	社交义务#问候	中午好	中午 好	中 午 好
692	692	693	社交义务#问候	亲，开心点哦	亲 ， 开心 点 哦	亲 ， 开 心 点 哦
693	693	694	社交义务#问候	亲，祝你好运	亲 ， 祝你好运	亲 ， 祝 你 好 运
694	694	695	社交义务#问候	你吃饭了吗	你 吃饭 了 吗	你 吃 饭 了 吗
695	695	696	社交义务#问候	你吃饭没有	你 吃饭 没有	你 吃 饭 没 有
696	696	697	社交义务#问候	你好	你好	你 好
697	697	698	社交义务#问候	你好，在吗	你好 ， 在 吗	你 好 ， 在 吗
698	698	699	社交义务#问候	你好，很高兴能认识你	你好 ， 很 高兴 能 认识 你	你 好 ， 很 高 兴 能 认 识 你
699	699	700	社交义务#问候	叔叔，你好，	叔叔 ， 你好 ，	叔 叔 ， 你 好 ，
700	700	701	社交义务#问候	吃过饭了没有	吃过饭 了 没有	吃 过 饭 了 没 有
701	701	702	社交义务#问候	吃饭了吗	吃饭 了 吗	吃 饭 了 吗
702	702	703	社交义务#问候	吃饭了没有	吃饭 了 没有	吃 饭 了 没 有
703	703	704	社交义务#问候	哈罗	哈罗	哈 罗
704	704	705	社交义务#问候	嗨	嗨	嗨
705	705	706	社交义务#问候	嗨，哈罗	嗨 ， 哈罗	嗨 ， 哈 罗
706	706	707	社交义务#问候	嗨，近来好吗	嗨 ， 近来 好 吗	嗨 ， 近 来 好 吗
707	707	708	社交义务#问候	在吗	在 吗	在 吗
708	708	709	社交义务#问候	工作忙不忙呀	工作 忙 不 忙 呀	工 作 忙 不 忙 呀
709	709	710	社交义务#问候	店家在吗	店家 在 吗	店 家 在 吗
710	710	711	社交义务#问候	很高兴见到你	很 高兴 见到 你	很 高 兴 见 到 你
711	711	712	社交义务#问候	您好	您好	您 好
712	712	713	社交义务#问候	握个手吧	握个 手 吧	握 个 手 吧
713	713	714	社交义务#问候	握手	握手	握 手
714	714	715	社交义务#问候	早上好	早上好	早 上 好
715	715	718	社交义务#问候	早上好，夫人	早上好 ， 夫人	早 上 好 ， 夫 人
716	716	719	社交义务#问候	晚上好	晚上 好	晚 上 好
717	717	717	社交义务#问候	晚上好，先生	晚上 好 ， 先生	晚 上 好 ， 先 生
718	718	720	社交义务#问候	最近好吗	最近 好 吗	最 近 好 吗
719	719	721	社交义务#问候	最近忙不忙	最近 忙 不忙	最 近 忙 不 忙
720	720	722	社交义务#问候	最近怎么样	最近 怎么样	最 近 怎 么 样
721	721	723	社交义务#问候	最近身体好吗	最近 身体 好 吗	最 近 身 体 好 吗
722	722	724	社交义务#问候	机器人你好	机器人 你好	机 器 人 你 好
723	723	725	社交义务#问候	欢迎你光临指导	欢迎 你 光临指导	欢 迎 你 光 临 指 导
724	724	726	社交义务#问候	祝你今天快乐	祝 你 今天 快乐	祝 你 今 天 快 乐
725	725	727	社交义务#问候	祝你幸福快乐	祝你幸福 快乐	祝 你 幸 福 快 乐
726	726	728	社交义务#问候	祝您节日愉快	祝您 节日愉快	祝 您 节 日 愉 快
727	727	729	社交义务#问候	节日快乐	节日快乐	节 日 快 乐
728	728	716	社交义务#问候	请多多指教	请 多多指教	请 多 多 指 教
729	729	730	社交义务#问候	过得如何呀	过得 如何 呀	过 得 如 何 呀
730	730	731	社交义务#问候	近况如何	近况 如何	近 况 如 何
731	731	732	社交义务#问候	近来好吗	近来 好 吗	近 来 好 吗
732	732	733	社交义务#问候	阿姨，你好	阿姨 ， 你好	阿 姨 ， 你 好
733	733	734	社交义务#问候	﻿你好机器人	﻿ 你好 机器人	﻿ 你 好 机 器 人
734	734	737	表态#不满	不合意	不 合意	不 合 意
735	735	738	表态#不满	不合胃口	不 合胃口	不 合 胃 口
736	736	739	表态#不满	不合适	不 合适	不 合 适
737	737	740	表态#不满	不和你玩了	不 和 你 玩 了	不 和 你 玩 了
738	738	741	表态#不满	不喜欢这个	不 喜欢 这个	不 喜 欢 这 个
739	739	742	表态#不满	不喜欢这台	不 喜欢 这台	不 喜 欢 这 台
740	740	743	表态#不满	不喜欢这台手机	不 喜欢 这台 手机	不 喜 欢 这 台 手 机
741	741	744	表态#不满	不喜欢这款	不 喜欢 这 款	不 喜 欢 这 款
742	742	745	表态#不满	不喜欢这款手机	不 喜欢 这 款 手机	不 喜 欢 这 款 手 机
743	743	746	表态#不满	不喜欢这种	不 喜欢 这种	不 喜 欢 这 种
744	744	747	表态#不满	不太合意	不太 合意	不 太 合 意
745	745	748	表态#不满	不太合胃口	不太 合胃口	不 太 合 胃 口
746	746	749	表态#不满	不太合适	不太 合适	不 太 合 适
747	747	750	表态#不满	不太满意	不太 满意	不 太 满 意
748	748	751	表态#不满	不满意	不 满意	不 满 意
749	749	752	表态#不满	不然还想怎样	不然 还 想 怎样	不 然 还 想 怎 样
750	750	753	表态#不满	不理你了	不理 你 了	不 理 你 了
751	751	754	表态#不满	不跟你玩了	不 跟 你 玩 了	不 跟 你 玩 了
752	752	755	表态#不满	为什么要那么久	为什么 要 那么 久	为 什 么 要 那 么 久
753	753	756	表态#不满	什么鬼	什么 鬼	什 么 鬼
754	754	757	表态#不满	他确实令人讨厌	他 确实 令人讨厌	他 确 实 令 人 讨 厌
755	755	758	表态#不满	你不该来到这个世界上	你 不该 来到 这个 世界 上	你 不 该 来 到 这 个 世 界 上
756	756	759	表态#不满	你们好过分	你们好 过分	你 们 好 过 分
757	757	760	表态#不满	你们给我安静点	你们 给 我 安静 点	你 们 给 我 安 静 点
758	758	761	表态#不满	你怎么那么笨	你 怎么 那么 笨	你 怎 么 那 么 笨
759	759	762	表态#不满	你还想怎样	你 还 想 怎样	你 还 想 怎 样
760	760	763	表态#不满	保持安静，不许讲话	保持 安静 ， 不许 讲话	保 持 安 静 ， 不 许 讲 话
761	761	764	表态#不满	停下来听我讲句话行不行	停下来 听 我 讲句 话 行不行	停 下 来 听 我 讲 句 话 行 不 行
762	762	765	表态#不满	停停停	停停 停	停 停 停
763	763	766	表态#不满	停，怎么把我给忘了	停 ， 怎么 把 我 给 忘 了	停 ， 怎 么 把 我 给 忘 了
764	764	767	表态#不满	哎呀呀，有种再说一句	哎呀呀 ， 有种 再说 一句	哎 呀 呀 ， 有 种 再 说 一 句
765	765	768	表态#不满	够了	够 了	够 了
766	766	769	表态#不满	够了！刚才的话把我惹火了	够 了 ！ 刚才 的话 把 我 惹火 了	够 了 ！ 刚 才 的 话 把 我 惹 火 了
767	767	770	表态#不满	大家视你为仇敌	大家 视 你 为 仇敌	大 家 视 你 为 仇 敌
768	768	771	表态#不满	太差了	太差 了	太 差 了
769	769	772	表态#不满	好伤人的话啊	好 伤人 的话 啊	好 伤 人 的 话 啊
770	770	773	表态#不满	好过分	好 过分	好 过 分
771	771	774	表态#不满	安静，安静	安静 ， 安静	安 静 ， 安 静
772	772	775	表态#不满	差劲	差劲	差 劲
773	773	776	表态#不满	快住口	快 住口	快 住 口
774	774	777	表态#不满	我不和你玩了	我 不 和 你 玩 了	我 不 和 你 玩 了
775	775	833	表态#不满	我不喜欢啊	我 不 喜欢 啊	我 不 喜 欢 啊
776	776	834	表态#不满	我不喜欢它	我 不 喜欢 它	我 不 喜 欢 它
777	777	835	表态#不满	我不喜欢这个	我 不 喜欢 这个	我 不 喜 欢 这 个
778	778	836	表态#不满	我不喜欢这台手机	我 不 喜欢 这台 手机	我 不 喜 欢 这 台 手 机
779	779	837	表态#不满	我不大喜欢	我 不大 喜欢	我 不 大 喜 欢
780	780	838	表态#不满	我不太喜欢	我 不 太 喜欢	我 不 太 喜 欢
781	781	778	表态#不满	我对你十分无语，不想再听你说话了	我 对 你 十分 无 语 ， 不想 再 听 你 说话 了	我 对 你 十 分 无 语 ， 不 想 再 听 你 说 话 了
782	782	779	表态#不满	无语	无 语	无 语
783	783	780	表态#不满	没想象中的好	没 想象 中 的 好	没 想 象 中 的 好
784	784	781	表态#不满	真是无语了	真是 无语 了	真 是 无 语 了
785	785	782	表态#不满	糟糕	糟糕	糟 糕
786	786	783	表态#不满	过分	过分	过 分
787	787	784	表态#不满	还没到我喜欢的	还 没到 我 喜欢 的	还 没 到 我 喜 欢 的
788	788	785	表态#不满	这个我不喜欢	这个 我 不 喜欢	这 个 我 不 喜 欢
789	789	786	表态#否定	不可以这样	不 可以 这样	不 可 以 这 样
790	790	787	表态#否定	不太好	不太好	不 太 好
791	791	788	表态#否定	不太行	不 太行	不 太 行
792	792	789	表态#否定	不太靠谱	不太靠 谱	不 太 靠 谱
793	793	790	表态#否定	不对	不 对	不 对
794	794	791	表态#否定	不怎么样	不怎么样	不 怎 么 样
795	795	792	表态#否定	不是	不是	不 是
796	796	793	表态#否定	不是很好	不是 很 好	不 是 很 好
797	797	794	表态#否定	不是我的菜	不是 我 的 菜	不 是 我 的 菜
798	798	795	表态#否定	不是这样的	不是 这样 的	不 是 这 样 的
799	799	796	表态#否定	不用了	不用 了	不 用 了
800	800	797	表态#否定	不行	不行	不 行
801	801	798	表态#否定	不要这个	不要 这个	不 要 这 个
802	802	799	表态#否定	不要这个手机	不要 这个 手机	不 要 这 个 手 机
803	803	800	表态#否定	不要这台	不要 这台	不 要 这 台
804	804	801	表态#否定	不要这款	不要 这 款	不 要 这 款
805	805	802	表态#否定	不要这款手机	不要 这 款 手机	不 要 这 款 手 机
806	806	803	表态#否定	不要这种	不要 这种	不 要 这 种
807	807	804	表态#否定	不要这部	不要 这部	不 要 这 部
808	808	805	表态#否定	不要这部手机	不要 这 部手机	不 要 这 部 手 机
809	809	806	表态#否定	不靠谱	不靠 谱	不 靠 谱
810	810	807	表态#否定	你不应该这样做	你 不 应该 这样 做	你 不 应 该 这 样 做
811	811	808	表态#否定	你不应该这样说	你 不 应该 这样 说	你 不 应 该 这 样 说
812	812	809	表态#否定	你不能乱说话	你 不能 乱说话	你 不 能 乱 说 话
813	813	810	表态#否定	你不能这样做	你 不能 这样 做	你 不 能 这 样 做
814	814	811	表态#否定	你不能这样想	你 不能 这样 想	你 不 能 这 样 想
815	815	812	表态#否定	你不能这样说	你 不能 这样 说	你 不 能 这 样 说
816	816	813	表态#否定	你的做法是不行的	你 的 做法 是 不行 的	你 的 做 法 是 不 行 的
817	817	814	表态#否定	你的想法不好	你 的 想法 不好	你 的 想 法 不 好
818	818	815	表态#否定	你的想法是不对的	你 的 想法 是 不 对 的	你 的 想 法 是 不 对 的
819	819	816	表态#否定	你的想法是不行的	你 的 想法 是 不行 的	你 的 想 法 是 不 行 的
820	820	817	表态#否定	你的观点是不行的	你 的 观点 是 不行 的	你 的 观 点 是 不 行 的
821	821	818	表态#否定	你的言论遭到了我们的否定	你 的 言论 遭到 了 我们 的 否定	你 的 言 论 遭 到 了 我 们 的 否 定
822	822	819	表态#否定	你的论点是不行的	你 的 论点 是 不行 的	你 的 论 点 是 不 行 的
823	823	820	表态#否定	你的话非君子之言	你 的话 非 君子 之 言	你 的 话 非 君 子 之 言
824	824	821	表态#否定	你说错了	你 说错 了	你 说 错 了
825	825	822	表态#否定	你说错了把	你 说错 了 把	你 说 错 了 把
826	826	823	表态#否定	你这样是不对的	你 这样 是 不 对 的	你 这 样 是 不 对 的
827	827	824	表态#否定	你这样是不行的	你 这样 是 不行 的	你 这 样 是 不 行 的
828	828	825	表态#否定	反对你的观点	反对 你 的 观点	反 对 你 的 观 点
829	829	826	表态#否定	太平常了	太 平常 了	太 平 常 了
830	830	827	表态#否定	太普通了	太普通 了	太 普 通 了
831	831	828	表态#否定	平庸	平庸	平 庸
832	832	829	表态#否定	很普通	很 普通	很 普 通
833	833	830	表态#否定	我不同意	我 不 同意	我 不 同 意
834	834	831	表态#否定	我不同意你的看法	我 不 同意 你 的 看法	我 不 同 意 你 的 看 法
835	835	832	表态#否定	我不同意你的说法	我 不 同意 你 的 说法	我 不 同 意 你 的 说 法
836	836	839	表态#否定	我不愿意	我 不 愿意	我 不 愿 意
837	837	840	表态#否定	我不要	我 不要	我 不 要
838	838	841	表态#否定	我不要你说得这个	我 不要 你 说 得 这个	我 不 要 你 说 得 这 个
839	839	842	表态#否定	我不要这个手机	我 不要 这个 手机	我 不 要 这 个 手 机
840	840	843	表态#否定	我不要这款手机	我 不要 这 款 手机	我 不 要 这 款 手 机
841	841	844	表态#否定	我不要这部手机	我 不要 这 部手机	我 不 要 这 部 手 机
842	842	845	表态#否定	我不认为你做得好	我 不 认为 你 做得好	我 不 认 为 你 做 得 好
843	843	846	表态#否定	我不认为你做的对	我 不 认为 你 做 的 对	我 不 认 为 你 做 的 对
844	844	847	表态#否定	我不认为你的做法是好的	我 不 认为 你 的 做法 是 好 的	我 不 认 为 你 的 做 法 是 好 的
845	845	848	表态#否定	我不认为你的做法是对的	我 不 认为 你 的 做法 是 对 的	我 不 认 为 你 的 做 法 是 对 的
846	846	849	表态#否定	我不认为你的做法是行的	我 不 认为 你 的 做法 是 行 的	我 不 认 为 你 的 做 法 是 行 的
847	847	850	表态#否定	我不认为你的想法是好的	我 不 认为 你 的 想法 是 好 的	我 不 认 为 你 的 想 法 是 好 的
848	848	851	表态#否定	我不认为你的想法是对的	我 不 认为 你 的 想法 是 对 的	我 不 认 为 你 的 想 法 是 对 的
849	849	852	表态#否定	我不认为你的想法是行的	我 不 认为 你 的 想法 是 行 的	我 不 认 为 你 的 想 法 是 行 的
850	850	853	表态#否定	我不认为你的观点是好的	我 不 认为 你 的 观点 是 好 的	我 不 认 为 你 的 观 点 是 好 的
851	851	854	表态#否定	我不认为你的观点是对的	我 不 认为 你 的 观点 是 对 的	我 不 认 为 你 的 观 点 是 对 的
852	852	855	表态#否定	我不认为你的观点是行的	我 不 认为 你 的 观点 是 行 的	我 不 认 为 你 的 观 点 是 行 的
853	853	856	表态#否定	我不认为你的说法是好的	我 不 认为 你 的 说法 是 好 的	我 不 认 为 你 的 说 法 是 好 的
854	854	857	表态#否定	我不认为你的说法是对的	我 不 认为 你 的 说法 是 对 的	我 不 认 为 你 的 说 法 是 对 的
855	855	858	表态#否定	我不认为你的说法是行的	我 不 认为 你 的 说法 是 行 的	我 不 认 为 你 的 说 法 是 行 的
856	856	859	表态#否定	我不认为你说得好	我 不 认为 你 说得好	我 不 认 为 你 说 得 好
857	857	860	表态#否定	我不认为你说得是对的	我 不 认为 你 说 得 是 对 的	我 不 认 为 你 说 得 是 对 的
858	858	861	表态#否定	我不认为你说的对	我 不 认为 你 说 的 对	我 不 认 为 你 说 的 对
859	859	862	表态#否定	我不认为是这样的	我 不 认为 是 这样 的	我 不 认 为 是 这 样 的
860	860	863	表态#否定	我不认为这是对的	我 不 认为 这 是 对 的	我 不 认 为 这 是 对 的
861	861	864	表态#否定	我反对	我 反对	我 反 对
862	862	865	表态#否定	我否定你的做法	我 否定 你 的 做法	我 否 定 你 的 做 法
863	863	866	表态#否定	我否定你的答案	我 否定 你 的 答案	我 否 定 你 的 答 案
864	864	867	表态#否定	我没有	我 没有	我 没 有
865	865	868	表态#否定	我绝对不同意你的观点	我 绝对 不 同意 你 的 观点	我 绝 对 不 同 意 你 的 观 点
866	866	869	表态#否定	我觉得不合适	我 觉得 不 合适	我 觉 得 不 合 适
867	867	870	表态#否定	我觉得不好	我 觉得 不好	我 觉 得 不 好
868	868	871	表态#否定	我觉得这台手机不好	我 觉得 这台 手机 不好	我 觉 得 这 台 手 机 不 好
869	869	872	表态#否定	我觉得这款不好	我 觉得 这 款 不好	我 觉 得 这 款 不 好
870	870	873	表态#否定	我觉得这部手机不好	我 觉得 这 部手机 不好	我 觉 得 这 部 手 机 不 好
871	871	874	表态#否定	我认为不是这样的	我 认为 不是 这样 的	我 认 为 不 是 这 样 的
872	872	875	表态#否定	我认为你做的不对	我 认为 你 做 的 不 对	我 认 为 你 做 的 不 对
873	873	876	表态#否定	我认为你的做法不好	我 认为 你 的 做法 不好	我 认 为 你 的 做 法 不 好
874	874	877	表态#否定	我认为你的做法是不好的	我 认为 你 的 做法 是 不好 的	我 认 为 你 的 做 法 是 不 好 的
875	875	878	表态#否定	我认为你的做法是不对的	我 认为 你 的 做法 是 不 对 的	我 认 为 你 的 做 法 是 不 对 的
876	876	879	表态#否定	我认为你的做法是不行的	我 认为 你 的 做法 是 不行 的	我 认 为 你 的 做 法 是 不 行 的
877	877	880	表态#否定	我认为你的想法不好	我 认为 你 的 想法 不好	我 认 为 你 的 想 法 不 好
878	878	881	表态#否定	我认为你的想法是不好的	我 认为 你 的 想法 是 不好 的	我 认 为 你 的 想 法 是 不 好 的
879	879	882	表态#否定	我认为你的想法是不对的	我 认为 你 的 想法 是 不 对 的	我 认 为 你 的 想 法 是 不 对 的
880	880	883	表态#否定	我认为你的想法是不行的	我 认为 你 的 想法 是 不行 的	我 认 为 你 的 想 法 是 不 行 的
881	881	884	表态#否定	我认为你的观点不好	我 认为 你 的 观点 不好	我 认 为 你 的 观 点 不 好
882	882	885	表态#否定	我认为你的观点是不好的	我 认为 你 的 观点 是 不好 的	我 认 为 你 的 观 点 是 不 好 的
883	883	886	表态#否定	我认为你的观点是不对的	我 认为 你 的 观点 是 不 对 的	我 认 为 你 的 观 点 是 不 对 的
884	884	887	表态#否定	我认为你的观点是不行的	我 认为 你 的 观点 是 不行 的	我 认 为 你 的 观 点 是 不 行 的
885	885	888	表态#否定	我认为你的说法不好	我 认为 你 的 说法 不好	我 认 为 你 的 说 法 不 好
886	886	889	表态#否定	我认为你的说法是不好的	我 认为 你 的 说法 是 不好 的	我 认 为 你 的 说 法 是 不 好 的
887	887	890	表态#否定	我认为你的说法是不对的	我 认为 你 的 说法 是 不 对 的	我 认 为 你 的 说 法 是 不 对 的
888	888	891	表态#否定	我认为你的说法是不行的	我 认为 你 的 说法 是 不行 的	我 认 为 你 的 说 法 是 不 行 的
889	889	892	表态#否定	我认为你说的不对	我 认为 你 说 的 不 对	我 认 为 你 说 的 不 对
890	890	893	表态#否定	我认为这是不对的	我 认为 这 是 不 对 的	我 认 为 这 是 不 对 的
891	891	894	表态#否定	无直接关系	无 直接 关系	无 直 接 关 系
892	892	895	表态#否定	这不可能是对的	这 不 可能 是 对 的	这 不 可 能 是 对 的
893	893	896	表态#否定	这不可能是这样的	这 不 可能 是 这样 的	这 不 可 能 是 这 样 的
894	894	897	表态#否定	这不是对的	这 不是 对 的	这 不 是 对 的
895	895	898	表态#否定	这个我不想要	这个 我 不 想要	这 个 我 不 想 要
896	896	899	表态#否定	这台手机不要了	这台 手机 不要 了	这 台 手 机 不 要 了
897	897	900	表态#否定	这是不对的	这 是 不 对 的	这 是 不 对 的
898	898	901	表态#否定	这样是不好的	这样 是 不好 的	这 样 是 不 好 的
899	899	902	表态#否定	这样是不对的	这样 是 不 对 的	这 样 是 不 对 的
900	900	903	表态#否定	这样是不行的	这样 是 不行 的	这 样 是 不 行 的
901	901	904	表态#否定	错误	错误	错 误
902	902	905	表态#否定	﻿不	﻿ 不	﻿ 不
903	903	906	表态#满意	万岁，耶	万岁 ， 耶	万 岁 ， 耶
904	904	907	表态#满意	不愧是你	不愧 是 你	不 愧 是 你
905	905	908	表态#满意	不错	不错	不 错
906	906	909	表态#满意	不错的手机	不错 的 手机	不 错 的 手 机
907	907	910	表态#满意	他确实挺不错的	他 确实 挺不错 的	他 确 实 挺 不 错 的
908	908	911	表态#满意	他跟你介绍的那个样子差不多，你说的太准了	他 跟 你 介绍 的 那个 样子 差不多 ， 你 说 的 太准 了	他 跟 你 介 绍 的 那 个 样 子 差 不 多 ， 你 说 的 太 准 了
909	909	912	表态#满意	你刚刚的话让我受益匪浅	你 刚刚 的话 让 我 受益匪浅	你 刚 刚 的 话 让 我 受 益 匪 浅
910	910	913	表态#满意	你刚刚让我大吃一惊，说得太好了	你 刚刚 让 我 大吃一惊 ， 说 得 太好了	你 刚 刚 让 我 大 吃 一 惊 ， 说 得 太 好 了
911	911	914	表态#满意	你刚刚讲的话很精彩	你 刚刚 讲 的话 很 精彩	你 刚 刚 讲 的 话 很 精 彩
912	912	915	表态#满意	你办事，我放心	你 办事 ， 我 放心	你 办 事 ， 我 放 心
913	913	916	表态#满意	你太给力了	你 太 给 力 了	你 太 给 力 了
914	914	917	表态#满意	你太聪明了，我太崇拜你了	你 太 聪明 了 ， 我 太 崇拜 你 了	你 太 聪 明 了 ， 我 太 崇 拜 你 了
915	915	918	表态#满意	你好幽默啊，大家都被你逗乐了	你好 幽默 啊 ， 大家 都 被 你 逗乐 了	你 好 幽 默 啊 ， 大 家 都 被 你 逗 乐 了
916	916	919	表态#满意	你对大家很友善哦	你 对 大家 很 友善 哦	你 对 大 家 很 友 善 哦
917	917	920	表态#满意	你对大家都很公平，值得学习	你 对 大家 都 很 公平 ， 值得 学习	你 对 大 家 都 很 公 平 ， 值 得 学 习
918	918	921	表态#满意	你很勇敢哦	你 很 勇敢 哦	你 很 勇 敢 哦
919	919	922	表态#满意	你的状态非常饱满哦	你 的 状态 非常 饱满 哦	你 的 状 态 非 常 饱 满 哦
920	920	923	表态#满意	你的观点很好，大家会赞成的	你 的 观点 很 好 ， 大家 会 赞成 的	你 的 观 点 很 好 ， 大 家 会 赞 成 的
921	921	924	表态#满意	你真厉害	你 真 厉害	你 真 厉 害
922	922	925	表态#满意	你真帅	你 真帅	你 真 帅
923	923	926	表态#满意	你表现得很自信哦	你 表现 得 很 自信 哦	你 表 现 得 很 自 信 哦
924	924	927	表态#满意	你讲的对，这件事必须按你说的办	你 讲 的 对 ， 这件 事 必须 按 你 说 的 办	你 讲 的 对 ， 这 件 事 必 须 按 你 说 的 办
925	925	928	表态#满意	你说得不错	你 说 得 不错	你 说 得 不 错
926	926	929	表态#满意	你说得对，我认为很正确	你 说得对 ， 我 认为 很 正确	你 说 得 对 ， 我 认 为 很 正 确
927	927	930	表态#满意	你说的真好	你 说 的 真 好	你 说 的 真 好
928	928	931	表态#满意	你说的话好有道理，就按你说的办	你 说 的话 好 有 道理 ， 就 按 你 说 的 办	你 说 的 话 好 有 道 理 ， 就 按 你 说 的 办
929	929	932	表态#满意	做人就该像你这样低调嘛	做人 就 该 像 你 这样 低调 嘛	做 人 就 该 像 你 这 样 低 调 嘛
930	930	933	表态#满意	做的好	做 的 好	做 的 好
931	931	934	表态#满意	听了你的话，顿时心里踏实了	听 了 你 的话 ， 顿时 心里 踏实 了	听 了 你 的 话 ， 顿 时 心 里 踏 实 了
